time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-16T17:12:09.340Z,-37.2167,-74.1918,6.3,4.6,mwr,,132,0.928,0.8,us,us2000ap6b,2017-09-19T16:00:46.040Z,"65km NW of Lebu, Chile",earthquake,4,5,0.052,36,reviewed,us,us
2017-09-16T17:07:16.660Z,16.1115,-95.0682,35.63,4.5,mb,,151,2.821,0.81,us,us2000ap64,2017-09-19T15:39:12.040Z,"12km SW of San Mateo del Mar, Mexico",earthquake,7.9,10.2,0.041,176,reviewed,us,us
2017-09-16T14:18:57.070Z,16.226,-94.9072,27.8,5.4,mww,,122,3.4,1,us,us2000ap3b,2017-09-16T14:38:26.040Z,"10km ENE of San Mateo del Mar, Mexico",earthquake,4.8,5,0.071,19,reviewed,us,us
2017-09-16T12:36:54.430Z,-6.4027,154.9693,84.07,5.1,mb,,24,3.554,0.75,us,us2000ap2h,2017-09-25T06:39:06.040Z,"57km W of Panguna, Papua New Guinea",earthquake,8.6,5.2,0.049,134,reviewed,us,us
2017-09-16T11:24:35.850Z,-17.0456,-179.2793,538.12,4.9,mb,,52,2.64,0.95,us,us2000ap1n,2017-09-25T06:31:21.040Z,"158km ESE of Lambasa, Fiji",earthquake,11.9,6,0.079,50,reviewed,us,us
2017-09-16T11:23:24.690Z,14.9269,-94.0304,46.15,4.9,mb,,157,2.294,0.93,us,us2000ap1h,2017-09-25T06:27:12.040Z,"116km SSW of Tres Picos, Mexico",earthquake,4.9,7.8,0.037,227,reviewed,us,us
2017-09-16T10:18:28.730Z,14.9414,-94.2297,30.52,4.5,mb,,173,2.487,0.96,us,us2000ap0t,2017-09-16T10:48:38.040Z,"126km SSW of Paredon, Mexico",earthquake,8.7,7.7,0.043,154,reviewed,us,us
2017-09-16T10:11:32.670Z,42.1936,83.5216,10,5.2,mww,,40,3.808,0.64,us,us2000ap0r,2017-09-16T15:29:06.040Z,"70km NE of Kuqa, China",earthquake,7.8,1.8,0.068,21,reviewed,us,us
2017-09-16T04:21:06.910Z,-1.4664,-77.9491,157.52,4.6,mb,,50,0.913,0.7,us,us2000anyf,2017-09-16T04:40:54.040Z,"3km E of Puyo, Ecuador",earthquake,8.2,1.2,0.031,306,reviewed,us,us
2017-09-16T01:34:49.580Z,52.0486,-170.5872,37,4.6,mb,,177,0.884,0.73,us,us2000anxl,2017-09-19T22:49:44.800Z,"65km S of Yunaska Island, Alaska",earthquake,9.1,6.6,0.042,167,reviewed,us,us
2017-09-16T00:44:34.060Z,-23.9788,69.6259,10,4.6,mb,,73,21.408,0.8,us,us2000at41,2017-09-24T01:02:57.040Z,"Mid-Indian Ridge",earthquake,13.9,1.9,0.107,26,reviewed,us,us
2017-09-16T00:00:28.160Z,2.8319,-30.9669,10,4.6,mb,,52,14.077,1.29,us,us2000at4p,2017-09-24T21:25:36.040Z,"Central Mid-Atlantic Ridge",earthquake,11.1,1.9,0.059,87,reviewed,us,us
2017-09-15T23:13:14.700Z,67.621,142.9781,14.89,4.9,mb,,34,6.352,1.03,us,us2000anvi,2017-09-17T04:28:37.040Z,"118km SW of Druzhina, Russia",earthquake,8.4,3.8,0.025,503,reviewed,us,us
2017-09-15T21:48:46.220Z,-5.9077,147.5618,108.71,4.6,mb,,99,4.891,0.58,us,us2000antf,2017-09-17T03:09:50.040Z,"83km NNW of Finschhafen, Papua New Guinea",earthquake,9.8,7.3,0.105,27,reviewed,us,us
2017-09-15T18:48:02.460Z,-55.4644,-28.3292,9,5.5,mww,,32,4.858,0.97,us,us2000anjp,2017-09-16T15:36:47.062Z,"154km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.2,1.7,0.075,17,reviewed,us,us
2017-09-15T18:41:44.740Z,54.0122,169.72,10,4.5,mb,,89,2.922,1.03,us,us2000anjh,2017-09-15T20:09:59.040Z,"264km WNW of Attu Station, Alaska",earthquake,4.2,1.9,0.058,87,reviewed,us,us
2017-09-15T17:45:46.880Z,-2.7314,28.8132,12.98,5,mb,,45,2.859,0.71,us,us2000anhd,2017-09-16T15:08:41.745Z,"25km SSW of Bukavu, Democratic Republic of the Congo",earthquake,7.9,3.9,0.053,112,reviewed,us,us
2017-09-15T17:26:13.980Z,53.8618,160.527,60.06,4.6,mb,,112,1.402,0.9,us,us2000angr,2017-09-16T14:17:09.040Z,"154km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8.3,7.1,0.044,158,reviewed,us,us
2017-09-15T15:55:10.540Z,-51.951,140.4948,10,4.7,mb,,104,14.804,0.8,us,us2000angc,2017-09-15T19:15:31.040Z,"Western Indian-Antarctic Ridge",earthquake,7.5,1.9,0.129,18,reviewed,us,us
2017-09-15T12:37:01.440Z,1.5915,99.4856,160.08,5,mb,,57,1.93,0.76,us,us2000an8s,2017-09-15T12:53:34.040Z,"34km NE of Padangsidempuan, Indonesia",earthquake,7.4,6.6,0.079,51,reviewed,us,us
2017-09-15T10:58:31.350Z,14.9752,-60.5703,55.34,4.6,mwr,,171,0.356,0.83,us,us2000an74,2017-09-15T19:38:00.337Z,"49km ENE of Petite Riviere Salee, Martinique",earthquake,6.5,7.7,0.065,23,reviewed,us,us
2017-09-15T05:26:56.820Z,-42.4862,-82.4676,10,4.6,mb,,210,6.506,0.79,us,us2000an3z,2017-09-15T05:50:16.040Z,"West Chile Rise",earthquake,4.6,2,0.133,17,reviewed,us,us
2017-09-15T01:38:20.860Z,-26.6333,-112.5689,10,5.2,mb,,78,15.857,1.01,us,us2000an15,2017-09-15T01:52:21.040Z,"Easter Island region",earthquake,13.2,1.9,0.038,231,reviewed,us,us
2017-09-15T01:36:47.990Z,18.8304,94.866,42.15,4.8,mb,,106,2.307,0.92,us,us2000an0z,2017-09-15T01:56:15.040Z,"36km W of Prome, Burma",earthquake,7.8,7.6,0.073,60,reviewed,us,us
2017-09-14T23:06:50.000Z,-15.3348,-172.7418,10,4.7,mb,,63,1.697,1.24,us,us2000amyn,2017-09-17T23:01:31.040Z,"127km ENE of Hihifo, Tonga",earthquake,6.1,1.2,0.087,40,reviewed,us,us
2017-09-14T22:21:01.920Z,-13.8345,170.1022,10,5.2,mww,,58,7.425,0.67,us,us2000amww,2017-09-17T23:30:20.040Z,"275km E of Sola, Vanuatu",earthquake,9.1,1.8,0.075,17,reviewed,us,us
2017-09-14T17:41:28.670Z,18.6699,145.732,173.3,5.8,mww,,27,5.119,1.22,us,us2000amk5,2017-09-18T02:16:31.040Z,"12km SSE of Agrihan, Northern Mariana Islands",earthquake,8.2,5.3,0.068,21,reviewed,us,us
2017-09-14T15:52:23.560Z,-6.0228,147.122,63.06,4.5,mb,,37,3.96,0.82,us,us2000amga,2017-09-15T13:45:06.040Z,"78km N of Lae, Papua New Guinea",earthquake,8.5,8.3,0.085,41,reviewed,us,us
2017-09-14T08:19:26.860Z,-11.977,-76.4481,10,4.6,mb,,101,0.385,1.09,us,us2000am81,2017-09-15T05:17:25.950Z,"14km SSW of Matucana, Peru",earthquake,5.5,2,0.101,29,reviewed,us,us
2017-09-14T06:10:52.030Z,15.196,-94.2623,47.22,4.5,mb,,168,4.754,0.69,us,us2000am6i,2017-09-14T06:57:07.040Z,"101km SSW of Paredon, Mexico",earthquake,9.7,10.9,0.04,181,reviewed,us,us
2017-09-14T05:15:12.150Z,-1.3938,148.1171,10,4.7,mb,,113,0.989,0.57,us,us2000amaf,2017-09-14T11:07:38.040Z,"117km NE of Lorengau, Papua New Guinea",earthquake,7.7,1.6,0.081,46,reviewed,us,us
2017-09-14T05:03:21.100Z,14.4818,-92.974,64.83,4.7,mb,,145,3.501,0.86,us,us2000am56,2017-09-14T05:38:50.040Z,"65km WSW of Puerto Madero, Mexico",earthquake,9.5,8,0.03,331,reviewed,us,us
2017-09-14T00:27:23.700Z,35.7719,139.6152,48.83,4.6,mwr,,102,1.378,1.22,us,us2000am0x,2017-09-25T00:21:25.556Z,"2km SSW of Wako, Japan",earthquake,6.2,5.8,0.06,27,reviewed,us,us
2017-09-13T21:42:17.260Z,15.1566,-94.0086,38.2,4.7,mb,,165,2.121,1.4,us,us2000alwi,2017-09-13T22:04:38.040Z,"93km SSW of Tres Picos, Mexico",earthquake,8.9,7.7,0.042,169,reviewed,us,us
2017-09-13T21:30:51.370Z,15.7092,-94.9904,39.9,5,mb,,132,3.384,0.94,us,us2000alvq,2017-09-19T17:20:09.040Z,"54km S of San Mateo del Mar, Mexico",earthquake,8.5,6.9,0.029,377,reviewed,us,us
2017-09-13T19:37:27.000Z,-6.0986,112.9501,590.53,4.6,mb,,41,2.64,0.71,us,us2000alqh,2017-09-13T19:58:02.040Z,"100km NNE of Kemeduran, Indonesia",earthquake,10.1,7.7,0.069,63,reviewed,us,us
2017-09-13T15:21:38.600Z,-10.7647,161.9266,46.64,5,mb,,100,2.352,0.65,us,us2000alhx,2017-09-25T00:19:50.040Z,"34km S of Kirakira, Solomon Islands",earthquake,9.3,2.7,0.065,76,reviewed,us,us
2017-09-13T12:48:32.350Z,15.8684,-93.6775,93.54,4.5,mb,,131,1.537,0.72,us,us2000alfh,2017-09-14T05:00:56.040Z,"15km W of Tres Picos, Mexico",earthquake,8.2,7.8,0.038,200,reviewed,us,us
2017-09-13T06:39:25.560Z,-22.1327,-179.084,549.09,4.5,mb,,85,5.129,0.87,us,us2000alb2,2017-09-13T06:57:40.040Z,"168km SSW of Ndoi Island, Fiji",earthquake,12.4,8.4,0.096,32,reviewed,us,us
2017-09-13T06:26:36.200Z,13.4506,147.6079,10,4.7,mb,,81,2.668,0.74,us,us2000alax,2017-09-13T07:02:24.040Z,"271km ESE of Rota, Northern Mariana Islands",earthquake,8.1,1.9,0.075,54,reviewed,us,us
2017-09-13T05:09:34.230Z,15.3914,-93.453,72.28,4.5,mb,,150,1.545,0.63,us,us2000ala9,2017-09-13T05:47:20.040Z,"41km SW of Pijijiapan, Mexico",earthquake,8.7,8.2,0.039,190,reviewed,us,us
2017-09-13T03:07:03.240Z,9.5711,-73.0946,124.17,4.7,mb,,56,2.523,1.16,us,us2000al90,2017-09-13T03:26:26.040Z,"25km SE of Becerril, Colombia",earthquake,7,7.6,0.056,95,reviewed,us,us
2017-09-13T02:01:38.300Z,15.1558,-94.5276,14.07,5,mww,,85,1.375,0.77,us,us2000al86,2017-10-03T23:19:03.290Z,"119km S of San Francisco del Mar, Mexico",earthquake,5,3.3,0.061,26,reviewed,us,us
2017-09-12T23:10:35.180Z,58.0975,-32.4621,10,4.9,mb,,26,7.248,0.78,us,us2000al6d,2017-09-24T22:29:50.040Z,"Reykjanes Ridge",earthquake,8.4,1.8,0.03,344,reviewed,us,us
2017-09-12T22:13:27.650Z,58.0241,-32.3543,10,4.8,mb,,60,8.015,0.87,us,us2000al5h,2017-09-12T22:34:43.040Z,"Reykjanes Ridge",earthquake,8.2,1.9,0.038,217,reviewed,us,us
2017-09-12T21:14:20.230Z,58.0753,-32.4259,10,4.6,mb,,88,7.955,0.75,us,us2000al44,2017-09-12T21:30:46.040Z,"Reykjanes Ridge",earthquake,8,1.4,0.049,125,reviewed,us,us
2017-09-12T21:04:07.360Z,58.165,-32.4208,10,4.9,mb,,82,7.869,0.75,us,us2000al3g,2017-09-12T21:20:13.040Z,"Reykjanes Ridge",earthquake,9.4,1.9,0.037,228,reviewed,us,us
2017-09-12T20:38:20.330Z,-15.0799,-174.19,144.26,4.8,mb,,71,2.61,0.85,us,us2000al2x,2017-09-12T20:56:45.040Z,"107km NNW of Hihifo, Tonga",earthquake,8.8,5.3,0.033,285,reviewed,us,us
2017-09-12T19:09:11.270Z,58.0337,-32.2455,10,4.7,mb,,125,7.38,0.56,us,us2000akzt,2017-09-12T19:44:57.040Z,"Reykjanes Ridge",earthquake,9,1.9,0.046,142,reviewed,us,us
2017-09-12T18:29:33.270Z,15.2212,-94.0643,44.65,4.6,mb,,176,2.393,1.11,us,us2000aky8,2017-09-12T19:16:21.040Z,"91km SW of Tres Picos, Mexico",earthquake,9.9,11.4,0.046,139,reviewed,us,us
2017-09-12T16:58:13.410Z,15.2798,-93.2449,73.2,4.5,mb,,167,0.423,0.73,us,us2000akvp,2017-10-03T16:18:45.040Z,"40km WSW of Mapastepec, Mexico",earthquake,5.6,5.6,0.046,137,reviewed,us,us
2017-09-12T16:38:30.180Z,13.9047,-58.4081,20.6,4.6,mb,,188,1.351,0.67,us,us2000akwm,2017-09-12T18:30:45.040Z,"142km ENE of Bathsheba, Barbados",earthquake,7,7,0.158,12,reviewed,us,us
2017-09-12T15:58:31.880Z,-7.5665,129.3156,115.97,4.5,mb,,59,2.008,0.67,us,us2000akua,2017-10-02T20:55:57.040Z,"224km W of Saumlaki, Indonesia",earthquake,8.9,8.5,0.118,21,reviewed,us,us
2017-09-12T15:28:21.200Z,15.0356,-93.9204,34.73,5,mww,,84,0.949,1.18,us,us2000aktu,2017-10-03T14:19:44.040Z,"100km SSW of Tres Picos, Mexico",earthquake,5,3.8,0.098,10,reviewed,us,us
2017-09-12T15:09:28.140Z,-30.4261,-177.2892,12.38,4.5,mb,,205,1.301,0.33,us,us2000asau,2017-10-02T19:11:25.040Z,"141km SSE of Raoul Island, New Zealand",earthquake,11,9,0.205,7,reviewed,us,us
2017-09-12T14:48:34.260Z,-14.1046,167.6472,43.3,4.7,mb,,120,6.647,0.64,us,us2000akt9,2017-10-02T18:39:15.040Z,"26km SSE of Sola, Vanuatu",earthquake,11.9,8.2,0.099,31,reviewed,us,us
2017-09-12T11:26:46.400Z,27.9618,101.7514,35,4.7,mb,,49,7.659,0.97,us,us2000akpn,2017-09-12T11:49:53.040Z,"46km E of Qiaowa, China",earthquake,8.9,2,0.058,89,reviewed,us,us
2017-09-12T09:52:05.680Z,-20.0675,-173.31,10,4.7,mb,,108,3.338,1.22,us,us2000aknn,2017-09-12T10:40:48.040Z,"112km ESE of Pangai, Tonga",earthquake,9.8,1.9,0.086,41,reviewed,us,us
2017-09-12T07:10:35.050Z,-40.6778,175.9237,35.49,4.5,mb,,74,0.245,1.19,us,us2000asal,2017-09-24T13:14:22.040Z,"34km NW of Castlepoint, New Zealand",earthquake,2.9,7.2,0.18,9,reviewed,us,us
2017-09-12T06:43:43.340Z,55.2018,-157.0626,8.4,4.5,ml,,,,0.6,ak,ak16820976,2017-09-21T22:22:50.447Z,"114km SW of Chirikof Island, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-12T06:00:44.760Z,-26.0946,70.8701,10,4.9,mb,,68,22.377,0.66,us,us2000akla,2017-09-12T06:43:13.040Z,"Indian Ocean Triple Junction",earthquake,7.3,1.8,0.11,26,reviewed,us,us
2017-09-12T05:20:12.080Z,15.0886,-93.8716,57.71,4.6,mb,,177,2.178,1.2,us,us2000akkp,2017-09-12T05:53:23.040Z,"93km SSW of Tres Picos, Mexico",earthquake,9.1,8,0.041,186,reviewed,us,us
2017-09-12T05:08:47.120Z,15.182,-93.832,60.95,5.3,mww,,121,2.167,1.01,us,us2000akkk,2017-09-13T03:08:27.040Z,"82km SSW of Tres Picos, Mexico",earthquake,9.2,6.5,0.073,18,reviewed,us,us
2017-09-12T01:12:36.750Z,15.4421,-94.097,48.35,5.1,mww,,165,2.494,1.03,us,us2000akhk,2017-09-12T05:28:22.181Z,"69km SSW of Paredon, Mexico",earthquake,4.9,10.1,0.073,18,reviewed,us,us
2017-09-12T01:00:17.830Z,15.0853,-94.2744,44.38,4.8,mb,,221,2.556,0.67,us,us2000akhe,2017-09-12T09:02:51.660Z,"113km SSW of Paredon, Mexico",earthquake,11.4,13.8,0.139,16,reviewed,us,us
2017-09-11T22:20:53.040Z,15.7603,-94.9567,48.25,5,mb,,108,1.108,1.13,us,us2000akf8,2017-10-03T02:59:39.040Z,"48km S of San Mateo del Mar, Mexico",earthquake,5.7,6,0.039,208,reviewed,us,us
2017-09-11T21:52:08.910Z,51.5235,-178.3593,54.7,5.1,mww,,54,0.35,0.85,us,us2000akeb,2017-09-22T03:13:00.040Z,"42km SSW of Tanaga Volcano, Alaska",earthquake,6,4.5,0.117,7,reviewed,us,us
2017-09-11T21:09:10.350Z,14.9074,-94.0139,27,5.5,mww,,69,2.048,1.31,us,us2000akcq,2017-10-03T02:13:05.682Z,"118km SSW of Tres Picos, Mexico",earthquake,4.9,1.8,0.066,22,reviewed,us,us
2017-09-11T18:25:37.990Z,10.9561,125.9192,35,4.8,mb,,107,3.876,1,us,us2000ak8v,2017-09-11T20:18:15.590Z,"10km ENE of Sulangan, Philippines",earthquake,5,2,0.052,112,reviewed,us,us
2017-09-11T17:35:09.620Z,23.9529,142.3373,35,5.7,mww,,19,3.132,1.1,us,us2000ak7u,2017-09-16T22:06:35.573Z,"137km SE of Iwo Jima, Japan",earthquake,7.2,1.9,0.063,24,reviewed,us,us
2017-09-11T16:54:33.550Z,-58.1449,-27.1014,29.22,4.5,mb,,123,15.421,0.49,us,us2000ar17,2017-10-02T16:55:51.040Z,"104km NNW of Bristol Island, South Sandwich Islands",earthquake,12.4,8.6,0.242,8,reviewed,us,us
2017-09-11T16:45:16.830Z,10.8571,141.7999,10,4.7,mb,,96,4.046,0.51,us,us2000ar14,2017-10-02T16:13:05.040Z,"184km NE of Fais, Micronesia",earthquake,9.8,1.9,0.126,19,reviewed,us,us
2017-09-11T16:20:15.920Z,39.2104,21.5733,10,5,mb,,62,0.622,1.02,us,us2000ak65,2017-10-02T15:04:49.941Z,"15km WSW of Neochorion, Greece",earthquake,4.7,1.7,0.04,198,reviewed,us,us
2017-09-11T15:29:53.430Z,54.2242,169.1802,10,4.8,mb,,97,3.298,0.97,us,us2000ak57,2017-10-01T20:54:14.040Z,"232km ESE of Nikol'skoye, Russia",earthquake,9.1,1.9,0.039,204,reviewed,us,us
2017-09-11T14:55:58.490Z,15.3524,-94.3653,32.65,5,mww,,63,1.159,0.75,us,us2000ak40,2017-10-03T18:46:37.040Z,"92km SW of Paredon, Mexico",earthquake,3.2,3.8,0.083,14,reviewed,us,us
2017-09-11T14:54:51.760Z,-23.8876,-176.0928,37.16,4.9,mb,,72,7.474,0.88,us,us2000ar1h,2017-10-01T20:26:24.040Z,"South of the Fiji Islands",earthquake,14.1,5.4,0.145,15,reviewed,us,us
2017-09-11T13:56:11.510Z,17.4028,95.9326,10,4.6,mb,,126,0.575,0.45,us,us2000ar0y,2017-10-01T18:11:58.040Z,"30km SSE of Tharyarwady, Burma",earthquake,4.4,1.9,0.103,28,reviewed,us,us
2017-09-11T13:34:39.610Z,22.421,94.6908,111.87,4.6,mb,,147,1.032,0.93,us,us2000ar0x,2017-10-01T14:46:41.040Z,"56km NW of Monywa, Burma",earthquake,9.4,9.3,0.193,8,reviewed,us,us
2017-09-11T13:26:35.640Z,42.547,-111.4397,8.42,4.7,mww,,51,0.039,0.37,us,us2000ak17,2017-10-01T14:37:30.124Z,"18km SE of Soda Springs, Idaho",earthquake,2.1,5.5,0.053,34,reviewed,us,us
2017-09-11T11:25:05.150Z,-37.5234,-74.1346,25.58,4.5,mb,,202,1.081,0.42,us,us2000ajzk,2017-09-23T10:39:01.040Z,"44km WNW of Lebu, Chile",earthquake,9.7,9.6,0.312,3,reviewed,us,us
2017-09-11T02:42:12.030Z,-4.1892,134.3851,10,5.1,mb,,38,2.477,0.74,us,us2000ajt7,2017-09-21T23:55:18.040Z,"152km SW of Nabire, Indonesia",earthquake,3.3,1.8,0.061,87,reviewed,us,us
2017-09-11T02:23:51.090Z,15.6517,-94.9001,51.53,4.7,mb,,174,1.62,0.78,us,us2000ajsz,2017-10-03T01:02:26.040Z,"61km S of San Mateo del Mar, Mexico",earthquake,8.9,8.7,0.039,202,reviewed,us,us
2017-09-11T01:32:09.680Z,12.9836,143.5451,114.29,4.6,mb,,99,1.422,0.6,us,us2000ajsk,2017-09-21T23:14:44.040Z,"125km WSW of Merizo Village, Guam",earthquake,9.5,5,0.1,30,reviewed,us,us
2017-09-11T00:32:22.200Z,15.3932,-93.9938,58.95,4.9,mb,,174,1.993,0.77,us,us2000ajsa,2017-09-18T04:05:21.040Z,"71km SW of Tres Picos, Mexico",earthquake,3.9,7.4,0.026,477,reviewed,us,us
2017-09-10T21:40:21.210Z,57.1272,-33.6765,10,5.9,mww,,28,7.263,1,us,us2000ajpe,2017-09-11T23:03:21.040Z,"Reykjanes Ridge",earthquake,8.1,1.8,0.059,28,reviewed,us,us
2017-09-10T20:47:04.950Z,15.0768,-94.2595,55.96,4.5,mb,,152,2.369,1.12,us,us2000ajnd,2017-09-13T20:28:43.040Z,"113km SSW of Paredon, Mexico",earthquake,4.4,11.5,0.071,58,reviewed,us,us
2017-09-10T19:58:12.510Z,42.1689,13.2839,5,4.6,mb,,71,0.205,0.8,us,us2000ajlp,2017-09-13T18:48:42.040Z,"4km ESE of Borgorose, Italy",earthquake,3.1,1.8,0.093,34,reviewed,us,us
2017-09-10T15:51:08.170Z,35.7377,139.1945,54.25,4.6,mb,,128,1.137,0.99,us,us2000ajqf,2017-09-27T21:21:19.522Z,"2km WNW of Itsukaichi, Japan",earthquake,5.5,7.6,0.141,15,reviewed,us,us
2017-09-10T15:28:51.420Z,15.2976,-94.4383,42.92,4.6,mb,,155,1.243,0.75,us,us2000ajh6,2017-10-03T18:17:54.040Z,"101km SW of Paredon, Mexico",earthquake,7.6,8,0.048,132,reviewed,us,us
2017-09-10T14:59:05.760Z,14.1109,146.6784,10,4.9,mb,,75,1.832,0.79,us,us2000ajgm,2017-09-27T20:07:39.040Z,"148km SE of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake,5.6,1.9,0.048,136,reviewed,us,us
2017-09-10T13:40:08.670Z,15.6631,-98.529,10,4.6,mb,,152,0.821,0.71,us,us2000ajf3,2017-10-03T16:52:07.472Z,"89km S of Cuajinicuilapa, Mexico",earthquake,4.6,1.9,0.042,168,reviewed,us,us
2017-09-10T13:38:07.090Z,15.2922,-94.4173,52.65,4.5,mb,,122,1.697,0.79,us,us2000ajf0,2017-10-03T16:44:31.040Z,"101km SW of Paredon, Mexico",earthquake,6.6,9.3,0.051,110,reviewed,us,us
2017-09-10T12:00:29.750Z,15.8549,-98.4915,21.45,4.5,mb,,176,3.517,0.96,us,us2000ajd2,2017-09-23T06:15:09.029Z,"68km S of Cuajinicuilapa, Mexico",earthquake,11.6,8.6,0.066,67,reviewed,us,us
2017-09-10T11:12:39.050Z,42.6074,-111.4701,4.56,4.7,mww,,30,0.025,0.47,us,us2000ajbt,2017-09-23T05:57:17.015Z,"12km ESE of Soda Springs, Idaho",earthquake,1,2.6,0.059,28,reviewed,us,us
2017-09-10T10:14:19.290Z,15.8657,-94.5926,62.07,4.9,mb,,142,3.027,0.75,us,us2000ajah,2017-09-22T13:57:39.040Z,"41km S of San Francisco del Mar, Mexico",earthquake,7.6,8.1,0.042,183,reviewed,us,us
2017-09-10T09:47:10.570Z,42.5629,-111.4155,9.83,5,mww,,24,0.034,0.75,us,us2000aj9i,2017-09-24T22:19:03.696Z,"18km ESE of Soda Springs, Idaho",earthquake,1.5,5,0.047,44,reviewed,us,us
2017-09-10T09:38:56.060Z,44.4006,147.742,89.5,4.7,mb,,152,3.709,0.72,us,us2000artp,2017-09-22T13:18:38.040Z,"93km S of Kuril'sk, Russia",earthquake,10.8,8.6,0.133,17,reviewed,us,us
2017-09-10T08:44:24.540Z,41.7813,142.8932,45,5.5,mww,,73,0.305,0.91,us,us2000aj8s,2017-10-04T12:19:18.910Z,"75km SE of Shizunai, Japan",earthquake,5.5,1.8,0.065,23,reviewed,us,us
2017-09-10T08:39:38.170Z,15.7644,-94.5035,57.6,5.2,mb,,110,2.926,0.65,us,us2000aj8i,2017-10-04T12:45:16.040Z,"54km SSE of San Francisco del Mar, Mexico",earthquake,8.3,7,0.03,372,reviewed,us,us
2017-09-10T08:17:43.320Z,-25.0133,179.9123,508.03,4.5,mb,,76,4.633,0.85,us,us2000arti,2017-09-30T06:34:34.040Z,"South of the Fiji Islands",earthquake,8.8,8,0.108,25,reviewed,us,us
2017-09-10T07:15:21.600Z,15.1604,-94.4753,30.09,4.5,mb,,163,2.512,0.68,us,us2000aj7r,2017-09-30T08:23:23.040Z,"116km SW of Paredon, Mexico",earthquake,8.1,7.7,0.061,79,reviewed,us,us
2017-09-10T03:07:26.100Z,15.475,-94.3491,53.01,5.7,mww,,140,2.733,0.98,us,us2000aj51,2017-09-14T23:53:38.947Z,"80km SW of Paredon, Mexico",earthquake,7.5,6,0.068,21,reviewed,us,us
2017-09-10T00:13:41.870Z,-16.7518,-172.5819,10,4.7,mb,,106,2.93,1.63,us,us2000aj3k,2017-09-10T00:48:07.040Z,"153km SE of Hihifo, Tonga",earthquake,9.6,1.9,0.104,28,reviewed,us,us
2017-09-09T20:50:47.230Z,-27.7758,-177.578,149.45,4.7,mb,,88,1.496,1.12,us,us2000aj18,2017-09-09T21:11:45.040Z,"168km N of Raoul Island, New Zealand",earthquake,13.3,7.6,0.061,83,reviewed,us,us
2017-09-09T20:26:16.360Z,15.6374,-94.5984,48.4,4.7,mb,,153,3.001,1.07,us,us2000aj0r,2017-09-09T21:58:17.929Z,"66km S of San Francisco del Mar, Mexico",earthquake,8.4,8.8,0.038,208,reviewed,us,us
2017-09-09T15:30:08.260Z,15.8296,-94.8484,39.05,5.3,mww,,70,2.645,1.03,us,us2000aiwm,2017-09-13T19:35:17.632Z,"44km SSE of San Mateo del Mar, Mexico",earthquake,6.9,3.9,0.073,18,reviewed,us,us
2017-09-09T15:29:06.650Z,15.0866,-94.5822,46.84,4.8,mb,,140,2.638,0.84,us,us2000aiwh,2017-09-13T18:19:51.040Z,"127km S of San Francisco del Mar, Mexico",earthquake,6.4,7.5,0.04,190,reviewed,us,us
2017-09-09T15:27:49.530Z,15.3251,-93.9636,65.27,4.6,mb,,167,1.999,0.85,us,us2000aiwe,2017-09-13T19:14:56.040Z,"75km SW of Tres Picos, Mexico",earthquake,10.3,11.5,0.045,144,reviewed,us,us
2017-09-09T13:21:59.300Z,15.2555,-94.118,36.22,4.8,mb,,150,2.524,1.06,us,us2000aivg,2017-09-13T16:27:55.040Z,"90km SSW of Paredon, Mexico",earthquake,10.3,8.3,0.039,200,reviewed,us,us
2017-09-09T13:18:49.400Z,15.3921,-93.9764,63.93,4.7,mb,,172,2.367,0.76,us,us2000aiva,2017-09-13T16:00:40.040Z,"70km SW of Tres Picos, Mexico",earthquake,10.3,10.2,0.033,281,reviewed,us,us
2017-09-09T12:25:08.650Z,15.5969,-94.2891,67.38,4.5,mb,,183,2.701,1.11,us,us2000aiud,2017-09-22T09:41:40.040Z,"66km SW of Paredon, Mexico",earthquake,12.4,14.1,0.083,42,reviewed,us,us
2017-09-09T12:17:46.540Z,16.1573,-94.4075,92.03,4.9,mb,,190,2.919,0.85,us,us2000aiu8,2017-09-22T09:39:17.040Z,"23km SSE of Ixhuatan, Mexico",earthquake,8.4,13.2,0.109,26,reviewed,us,us
2017-09-09T12:03:40.590Z,-22.4546,-66.1721,222.22,5.2,mww,,26,1.918,0.9,us,us2000aitr,2017-09-22T09:38:03.040Z,"57km WNW of Abra Pampa, Argentina",earthquake,8,5.6,0.069,20,reviewed,us,us
2017-09-09T11:50:53.960Z,15.7338,-94.4489,63.09,4.9,mb,,162,2.87,0.66,us,us2000aitc,2017-09-22T09:34:31.040Z,"59km SSE of San Francisco del Mar, Mexico",earthquake,10.7,7.9,0.053,112,reviewed,us,us
2017-09-09T11:11:38.600Z,3.6504,126.8292,59.54,4.5,mb,,156,2.909,0.67,us,us2000aisz,2017-09-22T09:18:24.040Z,"246km SE of Sarangani, Philippines",earthquake,11.2,9.5,0.089,37,reviewed,us,us
